,dist,conm,busdesc
DTE,0.0,DTE ENERGY CO,"DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to approximately 2.2 million residential, commercial, and industrial customers in southeastern Michigan."
CMS,0.1004,CMS ENERGY CORP,"CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates in four segments: Electric Utility, Gas Utility, Enterprises, and EnerBank. The Electric Utility segment is involved in the generation, purchase, transmission, distribution, and sale of electricity."
XEL,0.1118,XCEL ENERGY INC,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments."
WEC,0.1211,WEC ENERGY GROUP INC,"WEC Energy Group, Inc., through its subsidiaries, provides regulated natural gas and electricity, and nonregulated renewable energy services in the United States."
ES,0.1239,EVERSOURCE ENERGY,"Eversource Energy, a public utility holding company, engages in the energy delivery business. The company operates in four segments: Electric Distribution, Electric Transmission, Natural Gas Distribution, and Water Distribution."
PNW,0.1255,PINNACLE WEST CAPITAL CORP,"Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona."
AEP,0.1324,AMERICAN ELECTRIC POWER CO,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States."
SCG,0.1392,SCANA CORP,"SCANA Corporation, through its subsidiaries, generates, transmits, distributes, and sells electricity to wholesale and retail customers. The company operates through Electric Operations, Gas Distribution, and Gas Marketing segments."
DUK,0.1402,DUKE ENERGY CORP,"Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables."
AEE,0.1424,AMEREN CORP,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission."
D,0.1475,DOMINION ENERGY INC,"Dominion Energy, Inc. produces and transports energy. The company's Dominion Energy Virginia segment engages in the regulated electric generation, transmission, and distribution operations that serve residential, commercial, industrial, and governmental customers in Virginia and North Carolina."
TEG,0.1529,INTEGRYS HOLDING INC,"Integrys Holding, Inc. operates as an energy holding company in the United States. It operates through Wisconsin, Illinois, Other States, and Electric Transmission segments."
SO,0.1579,SOUTHERN CO,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates in four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services."
LNT,0.1614,ALLIANT ENERGY CORP,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services in the Midwest region of the United States. It operates through three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other."
ED,0.1645,CONSOLIDATED EDISON INC,"Consolidated Edison, Inc., through its subsidiaries, engages in regulated electric, gas, and steam delivery businesses in the United States."
EIX,0.166,EDISON INTERNATIONAL,"Edison International, through its subsidiaries, engages in the generation, transmission, and distribution of electricity in the United States. The company generates electricity through hydroelectric, diesel/liquid petroleum gas, natural gas, nuclear, and photovoltaic sources."
EVRG,0.1682,EVERGY INC,"Evergy, Inc., through its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri."
PCG,0.1803,PG&E CORP,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States."
ETR,0.1989,ENTERGY CORP,"Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. The company generates electricity through gas/oil, nuclear, coal, hydro, and solar power sources."
