,dist,conm,busdesc
ROH,0.0,ROHM AND HAAS CO,Rohm and Haas Company manufactures and markets chemicals.
PPG,0.4292,PPG INDUSTRIES INC,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials worldwide."
APD,0.4878,AIR PRODUCTS & CHEMICALS INC,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and services worldwide."
LIN,0.5193,LINDE PLC,"Linde plc operates as an industrial gas company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene."
EMN,0.53,EASTMAN CHEMICAL CO,Eastman Chemical Company operates as an advanced materials and specialty additives company worldwide.
DD,0.5374,DUPONT DE NEMOURS INC,"DuPont de Nemours, Inc. provides technology-based materials, ingredients, and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa."
FMC,0.6056,FMC CORP,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products."
MWV,0.6291,MEADWESTVACO CORP,"WestRock MWV, LLC provides packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries worldwide."
HPC,0.6664,HERCULES INC,"Hercules Incorporated manufactures and markets chemical specialties used in making products for home, office, and industrial markets. It operates in two segments, Paper Technologies and Ventures (PTV), and Aqualon Group (Aqualon)."
SHW,0.6863,SHERWIN-WILLIAMS CO,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. It operates in three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group."
BMS,0.6931,BEMIS CO INC,"Bemis Company, Inc. manufactures and sells packaging products in the United States, Brazil, other Americas, Europe, and the Asia-Pacific. It operates through three segments: U.S. Packaging, Latin America Packaging, and Rest of World Packaging."
PKG,0.697,PACKAGING CORP OF AMERICA,Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments.
TIN,0.7127,TEMPLE-INLAND INC,"Temple-Inland LLC went out of business. Temple-Inland LLC, through its subsidiaries, manufactures and sells corrugated packaging and building products in the United States and Mexico."
ATI,0.719,ALLEGHENY TECHNOLOGIES INC,"Allegheny Technologies Incorporated manufactures and sells specialty materials and components worldwide. The company operates in two segments, High Performance Materials & Components and Advanced Alloys & Solutions."
NUE,0.7369,NUCOR CORP,"Nucor Corporation manufactures and sells steel and steel products. It operates in three segments: Steel Mills, Steel Products, and Raw Materials."
ARG,0.7385,AIRGAS INC,"Airgas, Inc. supplies industrial, medical, and specialty gases; and welding equipment and related products. The company operates through two segments, Distribution and All Other Operations."
CLF,0.7394,CLEVELAND-CLIFFS INC,"Cleveland-Cliffs Inc. operates as an independent iron ore mining company in the United States, Canada, and internationally. It operates in two segments, Mining and Pelletizing, and Metallics."
SEE,0.7637,SEALED AIR CORP,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care."
PNR,0.7844,PENTAIR PLC,"Pentair plc provides various smart water solutions worldwide. It operates through three segments: Aquatic Systems, Filtration Solutions, and Flow Technologies."
GWW,0.7854,GRAINGER (W W) INC,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally."
ECL,0.7885,ECOLAB INC,"Ecolab Inc. provides water, hygiene, and energy technologies and services worldwide."
CTAS,0.7886,CINTAS CORP,"Cintas Corporation provides corporate identity uniforms and related business services primarily in North America, Latin America, Europe, and Asia. It operates through Uniform Rental and Facility Services and First Aid and Safety Services segments."
BLL,0.8376,BALL CORP,"Ball Corporation supplies aluminum packaging products to the beverage, personal care, automotive, paint, healthcare, and household products industries."
NSC,0.8505,NORFOLK SOUTHERN CORP,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States."
IVZ,0.874,INVESCO LTD,Invesco Ltd. is a publicly owned investment manager.
BNI,0.8901,BURLINGTON NORTHERN SANTA FE,"Burlington Northern Santa Fe, LLC, through its subsidiaries, provides freight rail transportation services in North America."
TSS,0.8963,TOTAL SYSTEM SERVICES INC,"As of September 17, 2019, Total System Services, Inc. was acquired by Global Payments Inc. Total System Services, Inc. provides payment processing, merchant, and related payment services to financial and nonfinancial institutions worldwide."
GPC,0.9138,GENUINE PARTS CO,"Genuine Parts Company distributes automotive replacement parts, industrial parts and materials, and business products in the United States, Canada, Mexico, Australasia, France, the United Kingdom, Germany, Poland, the Netherlands, and Belgium."
KR,0.9745,KROGER CO,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores."
GE,0.9939,GENERAL ELECTRIC CO,"General Electric Company operates as a high-tech industrial company in the United States, Europe, Asia, the Americas, the Middle East, and Africa. It operates through Power, Renewable Energy, Aviation, Healthcare, and Capital segments."
